video_path,class_label
split-videos/train\Saag\20241003_121137_slow_down.mp4,Saag
split-videos/train\Kera\Dataset01 (20)_flip.mp4,Kera
split-videos/train\Saag\dataset 03 (5)_color_jitter.mp4,Saag
split-videos/train\Naang\20241006_094223_flip.mp4,Naang
split-videos/train\Kharayo\20241006_094343_speed_up.mp4,Kharayo
split-videos/train\Saag\20241006_094105_brightness.mp4,Saag
split-videos/train\Mahina\20241003_120819_rotate.mp4,Mahina
split-videos/train\Baisakh\20241002_121133_color_jitter.mp4,Baisakh
split-videos/train\Nariwal\20241003_115701_flip.mp4,Nariwal
split-videos/train\Mahina\20241014_093632_flip.mp4,Mahina
split-videos/train\Jestha\20241006_090517_flip.mp4,Jestha
split-videos/train\Mahina\20241002_121057_speed_up.mp4,Mahina
split-videos/train\Khairo\20241003_085715_noise.mp4,Khairo
split-videos/train\Gundruk\20241002_104820_noise.mp4,Gundruk
split-videos/train\Hariyo\20241002_104419_noise.mp4,Hariyo
split-videos/train\Saag\dataset 03 (5)_noise.mp4,Saag
split-videos/train\Naadi\20241002_112309_slow_down.mp4,Naadi
split-videos/train\Saag\20241006_083308_rotate.mp4,Saag
split-videos/train\Falful\20241014_092805_speed_up.mp4,Falful
split-videos/train\Ghar\20241006_083407_slow_down.mp4,Ghar
split-videos/train\Guy\20241008_094352_noise.mp4,Guy
split-videos/train\Baisakh\20241002_121133_rotate.mp4,Baisakh
split-videos/train\Hathi\20241008_091831_color_jitter.mp4,Hathi
split-videos/train\Naadi\Dataset01 (14)_rotate.mp4,Naadi
split-videos/train\Sungur\20241003_114826_slow_down.mp4,Sungur
split-videos/train\Ghar\20241014_094026_slow_down.mp4,Ghar
split-videos/train\Naadi\20241003_091428_flip.mp4,Naadi
split-videos/train\Kharayo\Dataset01 (3)_speed_up.mp4,Kharayo
split-videos/train\Baisakh\20241006_082424_noise.mp4,Baisakh
split-videos/train\Hariyo\20241003_114416_noise.mp4,Hariyo
split-videos/train\Shau\20241006_093952_rotate.mp4,Shau
split-videos/train\Amilo\dataset 03 (2)_noise.mp4,Amilo
split-videos/train\Sungur\20241008_091857_noise.mp4,Sungur
split-videos/train\Guy\20241002_104953_rotate.mp4,Guy
split-videos/train\Baisakh\20241003_115256_slow_down.mp4,Baisakh
split-videos/train\Kharayo\20241003_091523_brightness.mp4,Kharayo
split-videos/train\Nariwal\20241003_121122_rotate.mp4,Nariwal
split-videos/train\Ghar\20241006_090918_brightness.mp4,Ghar
split-videos/train\Hariyo\20241014_092643_flip.mp4,Hariyo
split-videos/train\Ghar\20241002_112236_brightness.mp4,Ghar
split-videos/train\Shau\20241001_152633_slow_down.mp4,Shau
split-videos/train\Falful\20241008_100938_slow_down.mp4,Falful
split-videos/train\Ghar\dataset 03 (11)_speed_up.mp4,Ghar
split-videos/train\Saag\20241006_094105_rotate.mp4,Saag
split-videos/train\Falful\20241003_091334_rotate.mp4,Falful
split-videos/train\Jestha\20241003_091217_noise.mp4,Jestha
split-videos/train\Hathi\20241002_112348_noise.mp4,Hathi
split-videos/train\Ghar\20241002_112236_color_jitter.mp4,Ghar
split-videos/train\Sungur\20241002_121752_flip.mp4,Sungur
split-videos/train\Kharayo\20241003_121326_speed_up.mp4,Kharayo
split-videos/train\Falful\20241003_085753_flip.mp4,Falful
split-videos/train\Nariwal\20241006_083243_brightness.mp4,Nariwal
split-videos/train\Guy\20241002_104953_speed_up.mp4,Guy
split-videos/train\Falful\20241014_093907_color_jitter.mp4,Falful
split-videos/train\Baisakh\20241014_092505_speed_up.mp4,Baisakh
split-videos/train\Hariyo\20241003_085630_slow_down.mp4,Hariyo
split-videos/train\Jestha\20241002_121200_color_jitter.mp4,Jestha
split-videos/train\Jestha\20241002_111405_color_jitter.mp4,Jestha
split-videos/train\Ghar\20241008_091749_rotate.mp4,Ghar
split-videos/train\Falful\20241002_104518_brightness.mp4,Falful
split-videos/train\Gundruk\20241003_121150_slow_down.mp4,Gundruk
split-videos/train\Saag\Dataset01 (5)_rotate.mp4,Saag
split-videos/train\Guy\20241003_115910_brightness.mp4,Guy
split-videos/train\Guy\20241001_152941_speed_up.mp4,Guy
split-videos/train\Ghar\20241003_121202_brightness.mp4,Ghar
split-videos/train\Khairo\20241006_084850_slow_down.mp4,Khairo
split-videos/train\Amilo\20241003_085616_flip.mp4,Amilo
split-videos/train\Nariwal\20241002_121506_speed_up.mp4,Nariwal
split-videos/train\Kera\20241014_093929_rotate.mp4,Kera
split-videos/train\Guy\20241003_114813_color_jitter.mp4,Guy
split-videos/train\Sungur\20241003_090102_noise.mp4,Sungur
split-videos/train\Kera\20241002_112105_rotate.mp4,Kera
split-videos/train\Guy\Dataset01 (11)_color_jitter.mp4,Guy
split-videos/train\Kharayo\20241003_091523_color_jitter.mp4,Kharayo
split-videos/train\Nariwal\20241014_093944_noise.mp4,Nariwal
split-videos/train\Mahina\20241008_091425_speed_up.mp4,Mahina
split-videos/train\Baisakh\20241002_104210_slow_down.mp4,Baisakh
split-videos/train\Hariyo\20241002_121306_speed_up.mp4,Hariyo
split-videos/train\Hathi\20241014_093111_rotate.mp4,Hathi
split-videos/train\Amilo\20241006_084654_noise.mp4,Amilo
split-videos/train\Kera\20241008_101314_brightness.mp4,Kera
split-videos/train\Amilo\20241006_084654_flip.mp4,Amilo
split-videos/train\Naadi\20241003_085941_noise.mp4,Naadi
split-videos/train\Kera\20241006_090812_slow_down.mp4,Kera
split-videos/train\Poush\20241003_114317_rotate.mp4,Poush
split-videos/train\Mahina\20241002_104155_brightness.mp4,Mahina
split-videos/train\Jestha\20241006_090517_noise.mp4,Jestha
split-videos/train\Gundruk\20241006_094118_color_jitter.mp4,Gundruk
split-videos/train\Naadi\20241008_101113_color_jitter.mp4,Naadi
split-videos/train\Naang\20241014_093043_flip.mp4,Naang
split-videos/train\Naang\20241006_083630_speed_up.mp4,Naang
split-videos/train\Falful\20241003_114523_flip.mp4,Falful
split-videos/train\Nariwal\20241006_094048_brightness.mp4,Nariwal
split-videos/train\Hathi\20241008_091831_noise.mp4,Hathi
split-videos/train\Naang\20241006_094223_slow_down.mp4,Naang
split-videos/train\Hariyo\20241003_114416_slow_down.mp4,Hariyo
split-videos/train\Baisakh\20241003_115256_noise.mp4,Baisakh
split-videos/train\Falful\20241003_114523_slow_down.mp4,Falful
split-videos/train\Naang\20241003_121235_rotate.mp4,Naang
split-videos/train\Saag\20241002_104755_brightness.mp4,Saag
split-videos/train\Ghar\20241008_094242_color_jitter.mp4,Ghar
split-videos/train\Poush\20241006_090532_brightness.mp4,Poush
split-videos/train\Shau\20241006_090711_brightness.mp4,Shau
split-videos/train\Mahina\20241008_100734_rotate.mp4,Mahina
split-videos/train\Saag\20241008_101024_color_jitter.mp4,Saag
split-videos/train\Mahina\20241003_091140_rotate.mp4,Mahina
split-videos/train\Kera\20241006_090812_rotate.mp4,Kera
split-videos/train\Mahina\20241008_093817_noise.mp4,Mahina
split-videos/train\Naang\Dataset02 (3)_slow_down.mp4,Naang
split-videos/train\Amilo\20241014_093749_color_jitter.mp4,Amilo
split-videos/train\Kharayo\20241003_090115_color_jitter.mp4,Kharayo
split-videos/train\Saag\20241002_121527_speed_up.mp4,Saag
split-videos/train\Naang\20241003_114745_speed_up.mp4,Naang
split-videos/train\Shau\20241002_104457_flip.mp4,Shau
split-videos/train\Saag\20241014_092939_brightness.mp4,Saag
split-videos/train\Gundruk\20241008_091738_flip.mp4,Gundruk
split-videos/train\Hathi\dataset 03 (14)_color_jitter.mp4,Hathi
split-videos/train\Poush\20241002_111555_noise.mp4,Poush
split-videos/train\Falful\20241008_094629_rotate.mp4,Falful
split-videos/train\Baisakh\20241001_152325_slow_down.mp4,Baisakh
split-videos/train\Saag\20241001_152823_brightness.mp4,Saag
split-videos/train\Khairo\Dataset01 (9)_color_jitter.mp4,Khairo
split-videos/train\Mahina\20241003_115230_noise.mp4,Mahina
split-videos/train\Hariyo\20241006_082918_speed_up.mp4,Hariyo
split-videos/train\Baisakh\20241006_093749_speed_up.mp4,Baisakh
split-videos/train\Nariwal\dataset 03 (7)_noise.mp4,Nariwal
split-videos/train\Nariwal\dataset 03 (7)_speed_up.mp4,Nariwal
split-videos/train\Baisakh\Dataset02 (8)_noise.mp4,Baisakh
split-videos/train\Amilo\dataset 03 (2)_slow_down.mp4,Amilo
split-videos/train\Naadi\20241003_115819_slow_down.mp4,Naadi
split-videos/train\Gundruk\dataset 03 (10)_slow_down.mp4,Gundruk
split-videos/train\Gundruk\20241014_094010_rotate.mp4,Gundruk
split-videos/train\Gundruk\20241002_112212_flip.mp4,Gundruk
split-videos/train\Naadi\20241003_091428_rotate.mp4,Naadi
split-videos/train\Khairo\20241008_091604_flip.mp4,Khairo
split-videos/train\Baisakh\20241003_120831_rotate.mp4,Baisakh
split-videos/train\Falful\20241002_111951_flip.mp4,Falful
split-videos/train\Kharayo\20241003_121326_rotate.mp4,Kharayo
split-videos/train\Shau\20241006_084540_brightness.mp4,Shau
split-videos/train\Gundruk\20241003_085859_noise.mp4,Gundruk
split-videos/train\Falful\20241006_094017_color_jitter.mp4,Falful
split-videos/train\Mahina\20241014_092443_noise.mp4,Mahina
split-videos/train\Falful\20241006_083109_noise.mp4,Falful
split-videos/train\Saag\20241014_093956_noise.mp4,Saag
split-videos/train\Poush\20241003_085559_slow_down.mp4,Poush
split-videos/train\Nariwal\20241003_121122_slow_down.mp4,Nariwal
split-videos/train\Gundruk\20241014_094010_speed_up.mp4,Gundruk
split-videos/train\Naadi\Dataset02 (20)_slow_down.mp4,Naadi
split-videos/train\Hariyo\20241003_120942_noise.mp4,Hariyo
split-videos/train\Guy\20241014_094118_flip.mp4,Guy
split-videos/train\Nariwal\20241003_114603_color_jitter.mp4,Nariwal
split-videos/train\Guy\Dataset01 (11)_flip.mp4,Guy
split-videos/train\Gundruk\20241003_091411_speed_up.mp4,Gundruk
split-videos/train\Shau\dataset 03 (3)_rotate.mp4,Shau
split-videos/train\Poush\20241002_111555_flip.mp4,Poush
split-videos/train\Jestha\20241006_082542_color_jitter.mp4,Jestha
split-videos/train\Baisakh\20241001_152325_brightness.mp4,Baisakh
split-videos/train\Saag\20241008_094215_brightness.mp4,Saag
split-videos/train\Falful\20241003_121040_brightness.mp4,Falful
split-videos/train\Ghar\Dataset01 (4)_flip.mp4,Ghar
split-videos/train\Ghar\20241003_091420_brightness.mp4,Ghar
split-videos/train\Kharayo\20241014_093156_brightness.mp4,Kharayo
split-videos/train\Naang\20241003_115834_brightness.mp4,Naang
split-videos/train\Saag\20241001_152823_speed_up.mp4,Saag
split-videos/train\Khairo\20241003_115444_noise.mp4,Khairo
split-videos/train\Saag\20241002_104755_color_jitter.mp4,Saag
split-videos/train\Kera\20241006_090812_color_jitter.mp4,Kera
split-videos/train\Naang\Dataset02 (3)_color_jitter.mp4,Naang
split-videos/train\Poush\20241014_093733_color_jitter.mp4,Poush
split-videos/train\Khairo\dataset 03 (4)_flip.mp4,Khairo
split-videos/train\Ghar\Dataset01 (4)_slow_down.mp4,Ghar
split-videos/train\Naang\20241006_094223_brightness.mp4,Naang
split-videos/train\Amilo\20241003_114358_slow_down.mp4,Amilo
split-videos/train\Sungur\20241014_093143_brightness.mp4,Sungur
split-videos/train\Khairo\20241014_093822_brightness.mp4,Khairo
split-videos/train\Khairo\20241006_090654_slow_down.mp4,Khairo
split-videos/train\Falful\20241006_083109_rotate.mp4,Falful
split-videos/train\Naang\20241003_115834_rotate.mp4,Naang
split-videos/train\Ghar\20241003_115801_noise.mp4,Ghar
split-videos/train\Hathi\20241003_115854_speed_up.mp4,Hathi
split-videos/train\Kera\dataset 03 (15)_color_jitter.mp4,Kera
split-videos/train\Kera\Dataset02 (4)_noise.mp4,Kera
split-videos/train\Hathi\20241003_115854_flip.mp4,Hathi
split-videos/train\Mahina\dataset 03 (18)_speed_up.mp4,Mahina
split-videos/train\Hariyo\Dataset02 (16)_color_jitter.mp4,Hariyo
split-videos/train\Hariyo\20241002_121306_noise.mp4,Hariyo
split-videos/train\Nariwal\20241003_121122_speed_up.mp4,Nariwal
split-videos/train\Kera\20241008_101314_color_jitter.mp4,Kera
split-videos/train\Naang\Dataset01 (6)_noise.mp4,Naang
split-videos/train\Kharayo\20241008_094417_speed_up.mp4,Kharayo
split-videos/train\Amilo\20241008_093927_flip.mp4,Amilo
split-videos/train\Guy\20241008_091843_rotate.mp4,Guy
split-videos/train\Sungur\20241014_094128_flip.mp4,Sungur
split-videos/train\Ghar\Dataset02 (1)_speed_up.mp4,Ghar
split-videos/train\Falful\20241003_114523_color_jitter.mp4,Falful
split-videos/train\Khairo\20241002_111802_noise.mp4,Khairo
split-videos/train\Shau\Dataset02 (11)_noise.mp4,Shau
split-videos/train\Khairo\20241003_121000_color_jitter.mp4,Khairo
split-videos/train\Saag\20241001_152823_rotate.mp4,Saag
split-videos/train\Ghar\20241002_104835_rotate.mp4,Ghar
split-videos/train\Khairo\20241003_115444_slow_down.mp4,Khairo
split-videos/train\Gundruk\Dataset02 (15)_flip.mp4,Gundruk
split-videos/train\Hariyo\20241006_093857_slow_down.mp4,Hariyo
split-videos/train\Poush\20241008_100818_color_jitter.mp4,Poush
split-videos/train\Naang\20241006_083630_noise.mp4,Naang
split-videos/train\Baisakh\20241008_093838_rotate.mp4,Baisakh
split-videos/train\Naadi\20241001_152909_noise.mp4,Naadi
split-videos/train\Mahina\20241014_092443_speed_up.mp4,Mahina
split-videos/train\Nariwal\dataset 03 (7)_brightness.mp4,Nariwal
split-videos/train\Baisakh\20241008_091447_flip.mp4,Baisakh
split-videos/train\Amilo\Dataset01 (1)_color_jitter.mp4,Amilo
split-videos/train\Nariwal\Dataset01 (2)_color_jitter.mp4,Nariwal
split-videos/train\Mahina\20241014_093632_brightness.mp4,Mahina
split-videos/train\Baisakh\20241006_082424_speed_up.mp4,Baisakh
split-videos/train\Jestha\20241003_085542_slow_down.mp4,Jestha
split-videos/train\Kera\20241003_085814_rotate.mp4,Kera
split-videos/train\Sungur\20241014_094128_slow_down.mp4,Sungur
split-videos/train\Naang\20241002_112327_noise.mp4,Naang
split-videos/train\Baisakh\20241003_114239_noise.mp4,Baisakh
split-videos/train\Shau\20241003_114452_slow_down.mp4,Shau
split-videos/train\Naang\20241003_091438_slow_down.mp4,Naang
split-videos/train\Jestha\20241008_093854_rotate.mp4,Jestha
split-videos/train\Nariwal\20241014_092910_color_jitter.mp4,Nariwal
split-videos/train\Gundruk\20241002_121547_color_jitter.mp4,Gundruk
split-videos/train\Shau\20241008_091616_slow_down.mp4,Shau
split-videos/train\Khairo\20241006_093930_slow_down.mp4,Khairo
split-videos/train\Naadi\20241014_094041_noise.mp4,Naadi
split-videos/train\Naang\20241014_094053_rotate.mp4,Naang
split-videos/train\Jestha\20241014_093706_brightness.mp4,Jestha
split-videos/train\Hathi\Dataset01 (10)_rotate.mp4,Hathi
split-videos/train\Naadi\20241006_083547_speed_up.mp4,Naadi
split-videos/train\Ghar\20241003_121202_color_jitter.mp4,Ghar
split-videos/train\Gundruk\20241002_112212_rotate.mp4,Gundruk
split-videos/train\Ghar\20241003_085912_noise.mp4,Ghar
split-videos/train\Hariyo\20241003_114416_color_jitter.mp4,Hariyo
split-videos/train\Guy\20241014_094118_slow_down.mp4,Guy
split-videos/train\Hathi\20241006_094238_color_jitter.mp4,Hathi
split-videos/train\Khairo\20241003_121000_brightness.mp4,Khairo
split-videos/train\Ghar\20241014_094026_color_jitter.mp4,Ghar
split-videos/train\Saag\20241006_083308_brightness.mp4,Saag
split-videos/train\Poush\20241002_111555_speed_up.mp4,Poush
split-videos/train\Hariyo\20241008_100845_color_jitter.mp4,Hariyo
split-videos/train\Naadi\20241001_152909_slow_down.mp4,Naadi
split-videos/train\Ghar\20241002_121601_color_jitter.mp4,Ghar
split-videos/train\Amilo\20241003_115353_rotate.mp4,Amilo
split-videos/train\Jestha\Dataset02 (5)_rotate.mp4,Jestha
split-videos/train\Guy\20241003_115910_rotate.mp4,Guy
split-videos/train\Khairo\dataset 03 (4)_brightness.mp4,Khairo
split-videos/train\Nariwal\Dataset01 (2)_speed_up.mp4,Nariwal
split-videos/train\Naang\20241003_114745_flip.mp4,Naang
split-videos/train\Poush\20241008_100818_brightness.mp4,Poush
split-videos/train\Ghar\20241006_090918_rotate.mp4,Ghar
split-videos/train\Kharayo\20241003_090115_speed_up.mp4,Kharayo
split-videos/train\Baisakh\20241003_120831_slow_down.mp4,Baisakh
split-videos/train\Gundruk\20241003_114656_rotate.mp4,Gundruk
split-videos/train\Gundruk\20241014_094010_noise.mp4,Gundruk
split-videos/train\Guy\20241014_093129_slow_down.mp4,Guy
split-videos/train\Gundruk\20241001_152838_speed_up.mp4,Gundruk
split-videos/train\Khairo\20241003_115444_flip.mp4,Khairo
split-videos/train\Naang\Dataset01 (6)_brightness.mp4,Naang
split-videos/train\Sungur\20241008_091857_brightness.mp4,Sungur
split-videos/train\Ghar\20241003_115801_speed_up.mp4,Ghar
split-videos/train\Mahina\dataset 03 (18)_slow_down.mp4,Mahina
split-videos/train\Saag\20241008_091724_speed_up.mp4,Saag
split-videos/train\Naadi\20241002_121624_rotate.mp4,Naadi
split-videos/train\Ghar\20241003_114711_speed_up.mp4,Ghar
split-videos/train\Khairo\20241006_090654_brightness.mp4,Khairo
split-videos/train\Poush\20241014_093156_color_jitter.mp4,Poush
split-videos/train\Falful\20241014_092805_brightness.mp4,Falful
split-videos/train\Hariyo\20241006_093857_brightness.mp4,Hariyo
split-videos/train\Kera\20241006_083147_speed_up.mp4,Kera
split-videos/train\Nariwal\20241008_094202_speed_up.mp4,Nariwal
split-videos/train\Jestha\Dataset02 (5)_noise.mp4,Jestha
split-videos/train\Sungur\20241006_091040_color_jitter.mp4,Sungur
split-videos/train\Naadi\20241002_121624_speed_up.mp4,Naadi
split-videos/train\Naang\20241003_085957_slow_down.mp4,Naang
split-videos/train\Jestha\20241008_100759_noise.mp4,Jestha
split-videos/train\Amilo\Dataset01 (1)_rotate.mp4,Amilo
split-videos/train\Ghar\Dataset02 (1)_slow_down.mp4,Ghar
split-videos/train\Naang\20241014_093043_noise.mp4,Naang
split-videos/train\Hathi\20241003_115854_color_jitter.mp4,Hathi
split-videos/train\Hariyo\20241003_120942_slow_down.mp4,Hariyo
split-videos/train\Naadi\20241006_094201_noise.mp4,Naadi
split-videos/train\Baisakh\20241002_111535_speed_up.mp4,Baisakh
split-videos/train\Hariyo\20241003_120942_brightness.mp4,Hariyo
split-videos/train\Guy\20241002_121733_slow_down.mp4,Guy
split-videos/train\Sungur\20241008_101208_color_jitter.mp4,Sungur
split-videos/train\Hathi\20241008_094339_speed_up.mp4,Hathi
split-videos/train\Saag\20241003_085844_noise.mp4,Saag
split-videos/train\Ghar\20241002_112236_rotate.mp4,Ghar
split-videos/train\Mahina\20241002_104155_color_jitter.mp4,Mahina
split-videos/train\Kharayo\20241006_083737_noise.mp4,Kharayo
split-videos/train\Baisakh\20241008_093838_noise.mp4,Baisakh
split-videos/train\Shau\20241003_115529_brightness.mp4,Shau
split-videos/train\Saag\20241003_114639_rotate.mp4,Saag
split-videos/train\Hariyo\20241008_093942_slow_down.mp4,Hariyo
split-videos/train\Nariwal\20241008_091712_flip.mp4,Nariwal
split-videos/train\Ghar\20241003_121202_slow_down.mp4,Ghar
split-videos/train\Gundruk\20241003_085859_rotate.mp4,Gundruk
split-videos/train\Gundruk\dataset 03 (10)_rotate.mp4,Gundruk
split-videos/train\Hathi\20241008_091831_rotate.mp4,Hathi
split-videos/train\Naang\20241003_121235_color_jitter.mp4,Naang
split-videos/train\Hathi\20241001_152926_brightness.mp4,Hathi
split-videos/train\Guy\20241001_152941_brightness.mp4,Guy
split-videos/train\Saag\20241008_091724_flip.mp4,Saag
split-videos/train\Baisakh\20241002_104210_noise.mp4,Baisakh
split-videos/train\Mahina\20241006_082331_noise.mp4,Mahina
split-videos/train\Hathi\20241008_094339_brightness.mp4,Hathi
split-videos/train\Khairo\20241006_093930_rotate.mp4,Khairo
split-videos/train\Amilo\20241008_091534_color_jitter.mp4,Amilo
split-videos/train\Falful\20241014_092805_noise.mp4,Falful
split-videos/train\Saag\20241002_112152_noise.mp4,Saag
split-videos/train\Jestha\20241008_091507_rotate.mp4,Jestha
split-videos/train\Hathi\20241014_094105_color_jitter.mp4,Hathi
split-videos/train\Guy\20241001_152941_noise.mp4,Guy
split-videos/train\Ghar\20241006_094147_noise.mp4,Ghar
split-videos/train\Sungur\20241002_112442_color_jitter.mp4,Sungur
split-videos/train\Amilo\20241008_091534_speed_up.mp4,Amilo
split-videos/train\Falful\20241008_094629_flip.mp4,Falful
split-videos/train\Amilo\20241003_091237_flip.mp4,Amilo
split-videos/train\Saag\20241008_094215_flip.mp4,Saag
split-videos/train\Gundruk\20241001_152838_noise.mp4,Gundruk
split-videos/train\Naadi\20241014_093021_flip.mp4,Naadi
split-videos/train\Hariyo\20241002_121306_flip.mp4,Hariyo
split-videos/train\Saag\dataset 03 (5)_speed_up.mp4,Saag
split-videos/train\Kharayo\20241003_115946_brightness.mp4,Kharayo
split-videos/train\Jestha\20241003_115320_brightness.mp4,Jestha
split-videos/train\Falful\20241008_091634_noise.mp4,Falful
split-videos/train\Ghar\20241014_093008_rotate.mp4,Ghar
split-videos/train\Shau\Dataset02 (11)_slow_down.mp4,Shau
split-videos/train\Gundruk\20241003_091411_color_jitter.mp4,Gundruk
split-videos/train\Poush\20241006_093822_slow_down.mp4,Poush
split-videos/train\Poush\20241006_090532_slow_down.mp4,Poush
split-videos/train\Mahina\20241008_093817_color_jitter.mp4,Mahina
split-videos/train\Guy\20241003_121306_color_jitter.mp4,Guy
split-videos/train\Guy\20241006_091028_rotate.mp4,Guy
split-videos/train\Naadi\20241014_093021_slow_down.mp4,Naadi
split-videos/train\Baisakh\20241006_093749_brightness.mp4,Baisakh
split-videos/train\Hariyo\20241003_085630_color_jitter.mp4,Hariyo
split-videos/train\Poush\20241014_093733_speed_up.mp4,Poush
split-videos/train\Baisakh\20241014_093646_color_jitter.mp4,Baisakh
split-videos/train\Shau\20241014_093851_noise.mp4,Shau
split-videos/train\Hathi\20241008_101140_rotate.mp4,Hathi
split-videos/train\Amilo\20241003_114358_flip.mp4,Amilo
split-videos/train\Kera\20241002_104645_slow_down.mp4,Kera
split-videos/train\Naang\20241003_085957_speed_up.mp4,Naang
split-videos/train\Sungur\20241014_093143_rotate.mp4,Sungur
split-videos/train\Nariwal\20241003_114603_brightness.mp4,Nariwal
split-videos/train\Jestha\20241001_152352_rotate.mp4,Jestha
split-videos/train\Shau\20241006_090711_color_jitter.mp4,Shau
split-videos/train\Kera\20241014_092838_noise.mp4,Kera
split-videos/train\Guy\20241006_083706_brightness.mp4,Guy
split-videos/train\Kera\20241006_094034_speed_up.mp4,Kera
split-videos/train\Baisakh\20241006_090453_rotate.mp4,Baisakh
split-videos/train\Ghar\20241014_093008_flip.mp4,Ghar
split-videos/train\Nariwal\20241006_094048_noise.mp4,Nariwal
split-videos/train\Khairo\20241002_121327_color_jitter.mp4,Khairo
split-videos/train\Kharayo\20241006_091107_flip.mp4,Kharayo
split-videos/train\Shau\20241006_090711_slow_down.mp4,Shau
split-videos/train\Falful\Dataset01 (15)_speed_up.mp4,Falful
split-videos/train\Baisakh\20241003_091207_color_jitter.mp4,Baisakh
split-videos/train\Amilo\20241014_093749_rotate.mp4,Amilo
split-videos/train\Kera\20241008_101314_rotate.mp4,Kera
split-videos/train\Amilo\20241003_120921_speed_up.mp4,Amilo
split-videos/train\Jestha\20241008_100759_color_jitter.mp4,Jestha
split-videos/train\Khairo\20241003_085715_rotate.mp4,Khairo
split-videos/train\Mahina\20241008_100734_color_jitter.mp4,Mahina
split-videos/train\Shau\20241006_090711_rotate.mp4,Shau
split-videos/train\Amilo\20241002_112728_noise.mp4,Amilo
split-videos/train\Amilo\20241003_114358_noise.mp4,Amilo
split-videos/train\Guy\20241014_093129_color_jitter.mp4,Guy
split-videos/train\Ghar\20241008_091749_noise.mp4,Ghar
split-videos/train\Hariyo\20241014_093802_noise.mp4,Hariyo
split-videos/train\Saag\20241008_091724_noise.mp4,Saag
split-videos/train\Amilo\20241006_090618_brightness.mp4,Amilo
split-videos/train\Gundruk\20241008_091738_rotate.mp4,Gundruk
split-videos/train\Falful\20241003_091334_speed_up.mp4,Falful
split-videos/train\Hariyo\20241006_082918_color_jitter.mp4,Hariyo
split-videos/train\Jestha\20241006_082542_noise.mp4,Jestha
split-videos/train\Kharayo\20241002_105042_flip.mp4,Kharayo
split-videos/train\Naadi\20241008_101113_rotate.mp4,Naadi
split-videos/train\Hariyo\20241001_152548_noise.mp4,Hariyo
split-videos/train\Nariwal\Dataset02 (14)_brightness.mp4,Nariwal
split-videos/train\Kera\Dataset01 (20)_speed_up.mp4,Kera
split-videos/train\Khairo\20241002_111802_brightness.mp4,Khairo
split-videos/train\Baisakh\20241003_115256_brightness.mp4,Baisakh
split-videos/train\Guy\20241003_114813_speed_up.mp4,Guy
split-videos/train\Shau\20241003_121017_noise.mp4,Shau
split-videos/train\Sungur\Dataset01 (19)_noise.mp4,Sungur
split-videos/train\Shau\20241008_100913_brightness.mp4,Shau
split-videos/train\Amilo\20241008_091534_flip.mp4,Amilo
split-videos/train\Baisakh\20241008_093838_speed_up.mp4,Baisakh
split-videos/train\Shau\20241003_121017_color_jitter.mp4,Shau
split-videos/train\Baisakh\20241006_082424_rotate.mp4,Baisakh
split-videos/train\Saag\20241003_115728_flip.mp4,Saag
split-videos/train\Poush\20241008_093909_slow_down.mp4,Poush
split-videos/train\Kera\20241003_114547_slow_down.mp4,Kera
split-videos/train\Amilo\20241008_093927_slow_down.mp4,Amilo
split-videos/train\Khairo\20241014_092719_speed_up.mp4,Khairo
split-videos/train\Nariwal\20241008_094202_noise.mp4,Nariwal
split-videos/train\Guy\20241008_094352_brightness.mp4,Guy
split-videos/train\Hathi\20241006_094238_flip.mp4,Hathi
split-videos/train\Shau\Dataset01 (16)_flip.mp4,Shau
split-videos/train\Jestha\20241001_152352_speed_up.mp4,Jestha
split-videos/train\Ghar\20241002_121601_speed_up.mp4,Ghar
split-videos/train\Baisakh\20241014_093646_rotate.mp4,Baisakh
split-videos/train\Falful\20241008_091634_flip.mp4,Falful
split-videos/train\Shau\20241006_093952_noise.mp4,Shau
split-videos/train\Jestha\20241006_093802_color_jitter.mp4,Jestha
split-videos/train\Shau\20241006_090711_noise.mp4,Shau
split-videos/train\Shau\20241002_104457_brightness.mp4,Shau
split-videos/train\Khairo\Dataset01 (9)_rotate.mp4,Khairo
split-videos/train\Saag\Dataset02 (17)_speed_up.mp4,Saag
split-videos/train\Nariwal\20241002_121506_brightness.mp4,Nariwal
split-videos/train\Baisakh\dataset 03 (6)_speed_up.mp4,Baisakh
split-videos/train\Kharayo\20241003_090115_brightness.mp4,Kharayo
split-videos/train\Guy\20241003_090032_slow_down.mp4,Guy
split-videos/train\Hathi\20241008_101140_speed_up.mp4,Hathi
split-videos/train\Hathi\20241014_094105_flip.mp4,Hathi
split-videos/train\Kera\20241008_091655_flip.mp4,Kera
split-videos/train\Mahina\20241008_093817_speed_up.mp4,Mahina
split-videos/train\Poush\20241003_085559_color_jitter.mp4,Poush
split-videos/train\Poush\20241006_093822_brightness.mp4,Poush
split-videos/train\Kera\20241006_094034_rotate.mp4,Kera
split-videos/train\Kharayo\20241014_093156_noise.mp4,Kharayo
split-videos/train\Hariyo\Dataset02 (16)_noise.mp4,Hariyo
split-videos/train\Gundruk\20241003_114656_noise.mp4,Gundruk
split-videos/train\Falful\20241008_100938_speed_up.mp4,Falful
split-videos/train\Hariyo\20241008_100845_speed_up.mp4,Hariyo
split-videos/train\Jestha\20241006_093802_brightness.mp4,Jestha
